agent_id,day,from,to
15569,45,risk_averse,momentum
15569,46,momentum,risk_averse
15569,53,risk_averse,momentum
15569,54,momentum,risk_averse
15569,78,risk_averse,mean_reversion
15569,79,mean_reversion,contrarian
15569,80,contrarian,arbitrage
15569,81,arbitrage,risk_averse
15569,82,risk_averse,contrarian
15569,83,contrarian,mean_reversion
15569,84,mean_reversion,risk_averse
15569,85,risk_averse,momentum
15569,86,momentum,mean_reversion
15569,87,mean_reversion,momentum
15569,88,momentum,contrarian
15569,89,contrarian,mean_reversion
15569,90,mean_reversion,risk_averse
15569,91,risk_averse,momentum
15569,92,momentum,risk_averse
15569,93,risk_averse,mean_reversion
15569,94,mean_reversion,momentum
15569,95,momentum,mean_reversion
15569,96,mean_reversion,momentum
15569,97,momentum,contrarian
15569,98,contrarian,momentum
15569,99,momentum,contrarian
15792,10,momentum,arbitrage
15792,23,arbitrage,risk_averse
15792,27,risk_averse,arbitrage
15792,28,arbitrage,contrarian
15792,29,contrarian,arbitrage
15792,30,arbitrage,mean_reversion
15792,31,mean_reversion,arbitrage
15792,32,arbitrage,contrarian
15792,44,contrarian,risk_averse
15792,54,risk_averse,arbitrage
15792,57,arbitrage,risk_averse
15792,59,risk_averse,mean_reversion
15792,78,mean_reversion,contrarian
15792,79,contrarian,risk_averse
15792,80,risk_averse,mean_reversion
15792,81,mean_reversion,risk_averse
15792,82,risk_averse,mean_reversion
15792,83,mean_reversion,risk_averse
15792,84,risk_averse,arbitrage
15792,85,arbitrage,risk_averse
15792,86,risk_averse,contrarian
15792,87,contrarian,arbitrage
15792,88,arbitrage,risk_averse
15861,10,momentum,contrarian
15861,22,contrarian,risk_averse
15861,23,risk_averse,momentum
15861,24,momentum,mean_reversion
15861,25,mean_reversion,momentum
15861,29,momentum,contrarian
15861,30,contrarian,arbitrage
15861,31,arbitrage,contrarian
15861,36,contrarian,momentum
15861,37,momentum,contrarian
15861,42,contrarian,momentum
15861,43,momentum,contrarian
15861,44,contrarian,momentum
15861,45,momentum,contrarian
15861,46,contrarian,risk_averse
15861,49,risk_averse,arbitrage
15861,50,arbitrage,mean_reversion
15861,51,mean_reversion,contrarian
15861,59,contrarian,arbitrage
15861,62,arbitrage,risk_averse
15861,64,risk_averse,momentum
15861,65,momentum,contrarian
15861,66,contrarian,mean_reversion
15861,67,mean_reversion,contrarian
15861,68,contrarian,risk_averse
15861,69,risk_averse,mean_reversion
15861,70,mean_reversion,arbitrage
15861,72,arbitrage,momentum
15861,77,momentum,risk_averse
15861,78,risk_averse,arbitrage
15861,79,arbitrage,momentum
15861,80,momentum,contrarian
15861,81,contrarian,risk_averse
15861,82,risk_averse,momentum
15861,83,momentum,contrarian
15861,84,contrarian,mean_reversion
15861,85,mean_reversion,arbitrage
15861,86,arbitrage,mean_reversion
15861,87,mean_reversion,momentum
15861,88,momentum,mean_reversion
15861,89,mean_reversion,risk_averse
15861,90,risk_averse,arbitrage
15861,91,arbitrage,momentum
15861,92,momentum,contrarian
15861,93,contrarian,mean_reversion
15861,94,mean_reversion,risk_averse
15861,95,risk_averse,mean_reversion
15861,96,mean_reversion,risk_averse
14879,10,momentum,risk_averse
14879,11,risk_averse,contrarian
14879,12,contrarian,arbitrage
14879,23,arbitrage,contrarian
14879,25,contrarian,mean_reversion
14879,30,mean_reversion,arbitrage
14879,37,arbitrage,mean_reversion
14879,38,mean_reversion,momentum
14879,39,momentum,mean_reversion
14879,42,mean_reversion,contrarian
14879,43,contrarian,risk_averse
14879,44,risk_averse,momentum
14879,56,momentum,mean_reversion
14879,57,mean_reversion,momentum
14879,58,momentum,arbitrage
14879,59,arbitrage,mean_reversion
14879,60,mean_reversion,momentum
14879,61,momentum,arbitrage
14879,78,arbitrage,momentum
14879,81,momentum,arbitrage
14879,82,arbitrage,risk_averse
14879,85,risk_averse,arbitrage
14879,86,arbitrage,risk_averse
14879,87,risk_averse,arbitrage
14879,88,arbitrage,risk_averse
14879,89,risk_averse,mean_reversion
14879,90,mean_reversion,arbitrage
14879,91,arbitrage,mean_reversion
14879,92,mean_reversion,risk_averse
14879,93,risk_averse,momentum
14879,94,momentum,mean_reversion
14879,95,mean_reversion,momentum
15977,10,momentum,mean_reversion
15977,11,mean_reversion,risk_averse
15977,12,risk_averse,momentum
15977,22,momentum,risk_averse
15977,23,risk_averse,mean_reversion
15977,27,mean_reversion,risk_averse
15977,28,risk_averse,arbitrage
15977,29,arbitrage,mean_reversion
15977,30,mean_reversion,risk_averse
15977,33,risk_averse,contrarian
15977,36,contrarian,mean_reversion
15977,37,mean_reversion,momentum
15977,38,momentum,arbitrage
15977,39,arbitrage,contrarian
15977,40,contrarian,momentum
15977,41,momentum,risk_averse
15977,43,risk_averse,mean_reversion
15977,44,mean_reversion,risk_averse
15977,79,risk_averse,contrarian
15977,80,contrarian,mean_reversion
15977,81,mean_reversion,contrarian
15977,82,contrarian,arbitrage
15977,83,arbitrage,risk_averse
15977,84,risk_averse,arbitrage
15977,85,arbitrage,contrarian
15977,86,contrarian,arbitrage
15977,87,arbitrage,momentum
15977,88,momentum,mean_reversion
15526,10,momentum,mean_reversion
15526,22,mean_reversion,arbitrage
15526,23,arbitrage,mean_reversion
15526,24,mean_reversion,risk_averse
15526,25,risk_averse,momentum
15526,27,momentum,contrarian
15526,29,contrarian,arbitrage
15526,30,arbitrage,contrarian
15526,42,contrarian,mean_reversion
15526,43,mean_reversion,contrarian
15526,44,contrarian,momentum
15526,45,momentum,mean_reversion
15526,78,mean_reversion,contrarian
15526,79,contrarian,momentum
15526,80,momentum,risk_averse
15526,81,risk_averse,contrarian
15526,82,contrarian,momentum
15526,83,momentum,mean_reversion
15526,84,mean_reversion,arbitrage
15526,85,arbitrage,risk_averse
15526,86,risk_averse,momentum
15526,88,momentum,mean_reversion
15526,90,mean_reversion,contrarian
15526,91,contrarian,momentum
15526,92,momentum,risk_averse
15526,93,risk_averse,arbitrage
15526,94,arbitrage,mean_reversion
15526,95,mean_reversion,momentum
15526,96,momentum,risk_averse
15526,97,risk_averse,momentum
15526,98,momentum,mean_reversion
15526,99,mean_reversion,momentum
15094,10,momentum,arbitrage
15094,23,arbitrage,momentum
15094,27,momentum,contrarian
15094,29,contrarian,mean_reversion
15094,30,mean_reversion,momentum
15094,31,momentum,risk_averse
15094,32,risk_averse,arbitrage
15094,33,arbitrage,contrarian
15094,34,contrarian,momentum
15094,35,momentum,contrarian
15094,36,contrarian,momentum
15094,37,momentum,risk_averse
15094,38,risk_averse,mean_reversion
15094,39,mean_reversion,risk_averse
15094,43,risk_averse,arbitrage
15094,44,arbitrage,contrarian
15094,46,contrarian,mean_reversion
15094,49,mean_reversion,contrarian
15094,50,contrarian,arbitrage
15094,51,arbitrage,momentum
15094,52,momentum,mean_reversion
15094,53,mean_reversion,arbitrage
15094,54,arbitrage,contrarian
15094,58,contrarian,momentum
15094,59,momentum,mean_reversion
15094,60,mean_reversion,arbitrage
15094,61,arbitrage,mean_reversion
15094,62,mean_reversion,risk_averse
15094,64,risk_averse,mean_reversion
15094,65,mean_reversion,arbitrage
15094,66,arbitrage,contrarian
15094,67,contrarian,mean_reversion
15094,78,mean_reversion,risk_averse
15094,79,risk_averse,momentum
15094,81,momentum,mean_reversion
15094,82,mean_reversion,momentum
15094,85,momentum,mean_reversion
15094,92,mean_reversion,risk_averse
15094,93,risk_averse,momentum
15094,94,momentum,mean_reversion
15094,95,mean_reversion,contrarian
15094,96,contrarian,risk_averse
15610,10,momentum,mean_reversion
15610,11,mean_reversion,momentum
15610,12,momentum,arbitrage
15610,23,arbitrage,mean_reversion
15610,24,mean_reversion,momentum
15610,25,momentum,risk_averse
15610,26,risk_averse,mean_reversion
15610,27,mean_reversion,momentum
15610,28,momentum,arbitrage
15610,29,arbitrage,mean_reversion
15610,30,mean_reversion,arbitrage
15610,36,arbitrage,contrarian
15610,38,contrarian,risk_averse
15610,39,risk_averse,momentum
15610,40,momentum,risk_averse
15610,41,risk_averse,contrarian
15610,42,contrarian,arbitrage
15610,43,arbitrage,risk_averse
15610,44,risk_averse,momentum
15610,54,momentum,contrarian
15610,59,contrarian,risk_averse
15610,60,risk_averse,momentum
15610,61,momentum,contrarian
15610,62,contrarian,risk_averse
15610,64,risk_averse,arbitrage
15610,78,arbitrage,contrarian
15610,79,contrarian,arbitrage
15610,80,arbitrage,contrarian
15610,81,contrarian,arbitrage
15610,82,arbitrage,risk_averse
15610,83,risk_averse,contrarian
15610,84,contrarian,risk_averse
15610,85,risk_averse,momentum
15610,86,momentum,arbitrage
15610,87,arbitrage,contrarian
15610,88,contrarian,risk_averse
15610,89,risk_averse,momentum
15610,90,momentum,contrarian
15610,92,contrarian,momentum
15610,93,momentum,risk_averse
15610,94,risk_averse,contrarian
15610,95,contrarian,mean_reversion
15610,96,mean_reversion,risk_averse
15610,97,risk_averse,mean_reversion
15610,98,mean_reversion,momentum
15610,99,momentum,risk_averse
15598,10,momentum,risk_averse
15598,22,risk_averse,momentum
15598,23,momentum,mean_reversion
15598,24,mean_reversion,momentum
15598,27,momentum,risk_averse
15598,29,risk_averse,momentum
15598,30,momentum,risk_averse
15598,32,risk_averse,mean_reversion
15598,33,mean_reversion,contrarian
15598,34,contrarian,arbitrage
15598,35,arbitrage,risk_averse
15598,36,risk_averse,mean_reversion
15598,37,mean_reversion,arbitrage
15598,38,arbitrage,contrarian
15598,39,contrarian,mean_reversion
15598,40,mean_reversion,momentum
15598,41,momentum,contrarian
15598,42,contrarian,arbitrage
15598,43,arbitrage,momentum
15598,44,momentum,arbitrage
15598,54,arbitrage,contrarian
15598,59,contrarian,momentum
15598,60,momentum,contrarian
15598,61,contrarian,arbitrage
15598,62,arbitrage,contrarian
15598,64,contrarian,risk_averse
15598,65,risk_averse,contrarian
15598,66,contrarian,risk_averse
15598,67,risk_averse,arbitrage
15598,74,arbitrage,contrarian
15598,78,contrarian,mean_reversion
15598,79,mean_reversion,momentum
15598,81,momentum,mean_reversion
15598,85,mean_reversion,risk_averse
15598,86,risk_averse,arbitrage
15598,87,arbitrage,momentum
15598,88,momentum,mean_reversion
15598,89,mean_reversion,momentum
15598,90,momentum,contrarian
15598,91,contrarian,mean_reversion
15598,92,mean_reversion,contrarian
15598,93,contrarian,risk_averse
15598,94,risk_averse,arbitrage
15598,95,arbitrage,momentum
15598,96,momentum,arbitrage
15598,97,arbitrage,mean_reversion
15598,98,mean_reversion,momentum
15598,99,momentum,contrarian
15339,10,momentum,mean_reversion
15339,11,mean_reversion,risk_averse
15339,12,risk_averse,momentum
15339,22,momentum,arbitrage
15339,23,arbitrage,risk_averse
15339,27,risk_averse,momentum
15339,28,momentum,risk_averse
15339,29,risk_averse,arbitrage
15339,30,arbitrage,momentum
15339,31,momentum,mean_reversion
15339,32,mean_reversion,arbitrage
15339,33,arbitrage,risk_averse
15339,34,risk_averse,mean_reversion
15339,35,mean_reversion,contrarian
15339,36,contrarian,mean_reversion
15339,37,mean_reversion,contrarian
15339,38,contrarian,mean_reversion
15339,39,mean_reversion,contrarian
15339,40,contrarian,arbitrage
15339,43,arbitrage,mean_reversion
15339,44,mean_reversion,contrarian
15339,45,contrarian,arbitrage
15339,57,arbitrage,mean_reversion
15339,58,mean_reversion,arbitrage
15339,59,arbitrage,momentum
15339,78,momentum,risk_averse
15339,79,risk_averse,contrarian
15339,80,contrarian,mean_reversion
15339,81,mean_reversion,risk_averse
15339,82,risk_averse,contrarian
15339,83,contrarian,momentum
15339,84,momentum,risk_averse
15339,85,risk_averse,momentum
15339,86,momentum,arbitrage
15339,87,arbitrage,risk_averse
15339,88,risk_averse,contrarian
15339,89,contrarian,momentum
15339,90,momentum,contrarian
15339,92,contrarian,momentum
15339,93,momentum,arbitrage
15339,94,arbitrage,contrarian
15339,95,contrarian,risk_averse
15339,96,risk_averse,contrarian
15339,97,contrarian,momentum
15339,98,momentum,contrarian
15339,99,contrarian,risk_averse
15253,10,momentum,arbitrage
15253,22,arbitrage,mean_reversion
15253,23,mean_reversion,momentum
15253,29,momentum,arbitrage
15253,30,arbitrage,risk_averse
15253,31,risk_averse,mean_reversion
15253,32,mean_reversion,risk_averse
15253,33,risk_averse,contrarian
15253,34,contrarian,mean_reversion
15253,35,mean_reversion,risk_averse
15253,36,risk_averse,mean_reversion
15253,37,mean_reversion,arbitrage
15253,38,arbitrage,momentum
15253,39,momentum,contrarian
15253,40,contrarian,momentum
15253,41,momentum,risk_averse
15253,42,risk_averse,momentum
15253,43,momentum,contrarian
15253,44,contrarian,mean_reversion
15253,45,mean_reversion,momentum
15253,46,momentum,arbitrage
15253,54,arbitrage,contrarian
15253,59,contrarian,arbitrage
15253,60,arbitrage,risk_averse
15253,62,risk_averse,mean_reversion
15253,64,mean_reversion,risk_averse
15253,65,risk_averse,mean_reversion
15253,78,mean_reversion,momentum
15253,79,momentum,risk_averse
15253,81,risk_averse,mean_reversion
15253,82,mean_reversion,arbitrage
15253,85,arbitrage,momentum
15253,86,momentum,arbitrage
15253,87,arbitrage,momentum
15253,88,momentum,contrarian
15253,89,contrarian,arbitrage
15253,90,arbitrage,mean_reversion
15253,91,mean_reversion,contrarian
15253,92,contrarian,momentum
15253,93,momentum,mean_reversion
15253,94,mean_reversion,momentum
15253,95,momentum,contrarian
15253,96,contrarian,arbitrage
15253,97,arbitrage,mean_reversion
15253,98,mean_reversion,risk_averse
15253,99,risk_averse,momentum
15210,10,momentum,mean_reversion
15210,11,mean_reversion,contrarian
15210,12,contrarian,momentum
15210,22,momentum,mean_reversion
15210,23,mean_reversion,arbitrage
15210,27,arbitrage,contrarian
15210,28,contrarian,momentum
15210,29,momentum,mean_reversion
15210,30,mean_reversion,arbitrage
15210,32,arbitrage,momentum
15210,33,momentum,arbitrage
15210,34,arbitrage,risk_averse
15210,35,risk_averse,contrarian
15210,36,contrarian,momentum
15210,37,momentum,contrarian
15210,38,contrarian,momentum
15210,39,momentum,contrarian
15210,40,contrarian,arbitrage
15210,41,arbitrage,mean_reversion
15210,42,mean_reversion,arbitrage
15210,43,arbitrage,momentum
15210,44,momentum,risk_averse
15210,45,risk_averse,momentum
15210,54,momentum,mean_reversion
15210,57,mean_reversion,contrarian
15210,58,contrarian,risk_averse
15210,59,risk_averse,contrarian
15210,64,contrarian,momentum
15210,65,momentum,arbitrage
15210,66,arbitrage,risk_averse
15210,67,risk_averse,arbitrage
15210,68,arbitrage,momentum
15210,69,momentum,contrarian
15210,71,contrarian,risk_averse
15210,76,risk_averse,contrarian
15210,77,contrarian,risk_averse
15210,78,risk_averse,arbitrage
15210,79,arbitrage,mean_reversion
15210,80,mean_reversion,momentum
15210,81,momentum,arbitrage
15210,82,arbitrage,mean_reversion
15210,85,mean_reversion,arbitrage
15210,86,arbitrage,momentum
15210,87,momentum,risk_averse
15210,88,risk_averse,contrarian
15210,89,contrarian,arbitrage
15210,90,arbitrage,mean_reversion
15210,91,mean_reversion,arbitrage
15210,92,arbitrage,momentum
15210,93,momentum,arbitrage
15210,94,arbitrage,risk_averse
15210,95,risk_averse,momentum
15210,96,momentum,mean_reversion
15210,97,mean_reversion,risk_averse
15210,98,risk_averse,momentum
15210,99,momentum,contrarian
15814,10,momentum,mean_reversion
15814,22,mean_reversion,arbitrage
15814,23,arbitrage,mean_reversion
15814,24,mean_reversion,arbitrage
15814,25,arbitrage,mean_reversion
15814,26,mean_reversion,momentum
15814,27,momentum,contrarian
15814,28,contrarian,mean_reversion
15814,29,mean_reversion,momentum
15814,30,momentum,risk_averse
15814,31,risk_averse,arbitrage
15814,32,arbitrage,contrarian
15814,44,contrarian,momentum
15814,53,momentum,mean_reversion
15814,54,mean_reversion,momentum
15814,55,momentum,mean_reversion
15814,56,mean_reversion,contrarian
15814,57,contrarian,mean_reversion
15814,58,mean_reversion,arbitrage
15814,59,arbitrage,momentum
15814,60,momentum,contrarian
15814,61,contrarian,mean_reversion
15814,62,mean_reversion,risk_averse
15814,78,risk_averse,contrarian
15814,79,contrarian,arbitrage
15814,80,arbitrage,risk_averse
15814,81,risk_averse,contrarian
15814,82,contrarian,arbitrage
15814,83,arbitrage,contrarian
15814,84,contrarian,risk_averse
15814,85,risk_averse,contrarian
15814,86,contrarian,momentum
15814,87,momentum,arbitrage
15814,88,arbitrage,momentum
15814,89,momentum,arbitrage
15814,90,arbitrage,contrarian
15814,91,contrarian,mean_reversion
15814,92,mean_reversion,momentum
15814,93,momentum,risk_averse
15814,94,risk_averse,arbitrage
15814,95,arbitrage,mean_reversion
15784,10,momentum,arbitrage
15784,11,arbitrage,risk_averse
15784,12,risk_averse,momentum
15784,27,momentum,mean_reversion
15784,29,mean_reversion,arbitrage
15784,30,arbitrage,contrarian
15784,42,contrarian,mean_reversion
15784,43,mean_reversion,risk_averse
15784,44,risk_averse,arbitrage
15784,45,arbitrage,contrarian
15784,46,contrarian,mean_reversion
15784,53,mean_reversion,arbitrage
15784,54,arbitrage,risk_averse
15784,56,risk_averse,contrarian
15784,57,contrarian,momentum
15784,58,momentum,arbitrage
15784,59,arbitrage,mean_reversion
15784,60,mean_reversion,arbitrage
15784,61,arbitrage,momentum
15784,81,momentum,arbitrage
15784,82,arbitrage,mean_reversion
15784,83,mean_reversion,arbitrage
15784,84,arbitrage,momentum
15784,85,momentum,risk_averse
15784,86,risk_averse,contrarian
15784,87,contrarian,risk_averse
15784,88,risk_averse,arbitrage
15784,92,arbitrage,contrarian
15784,93,contrarian,momentum
15784,94,momentum,mean_reversion
15784,98,mean_reversion,risk_averse
15784,99,risk_averse,mean_reversion
14807,10,momentum,contrarian
14807,22,contrarian,arbitrage
14807,23,arbitrage,contrarian
14807,24,contrarian,momentum
14807,25,momentum,arbitrage
14807,26,arbitrage,mean_reversion
14807,27,mean_reversion,contrarian
14807,28,contrarian,momentum
14807,29,momentum,contrarian
14807,30,contrarian,arbitrage
14807,31,arbitrage,contrarian
14807,39,contrarian,momentum
14807,41,momentum,contrarian
14807,42,contrarian,momentum
14807,43,momentum,contrarian
14807,44,contrarian,risk_averse
14807,45,risk_averse,contrarian
14807,46,contrarian,risk_averse
14807,49,risk_averse,contrarian
14807,51,contrarian,mean_reversion
14807,53,mean_reversion,risk_averse
14807,54,risk_averse,arbitrage
14807,57,arbitrage,momentum
14807,59,momentum,mean_reversion
14807,65,mean_reversion,contrarian
14807,75,contrarian,momentum
14807,76,momentum,mean_reversion
14807,77,mean_reversion,contrarian
14807,78,contrarian,momentum
14807,79,momentum,mean_reversion
14807,80,mean_reversion,contrarian
14807,81,contrarian,risk_averse
14807,82,risk_averse,arbitrage
14807,85,arbitrage,mean_reversion
14807,86,mean_reversion,risk_averse
14807,87,risk_averse,momentum
14807,88,momentum,contrarian
14807,89,contrarian,mean_reversion
14807,90,mean_reversion,risk_averse
14807,91,risk_averse,mean_reversion
14807,92,mean_reversion,momentum
14807,93,momentum,contrarian
14807,94,contrarian,mean_reversion
14807,95,mean_reversion,risk_averse
14807,96,risk_averse,arbitrage
14807,97,arbitrage,momentum
14807,98,momentum,arbitrage
14807,99,arbitrage,mean_reversion
15125,10,momentum,contrarian
15125,22,contrarian,arbitrage
15125,23,arbitrage,risk_averse
15125,24,risk_averse,contrarian
15125,25,contrarian,momentum
15125,29,momentum,mean_reversion
15125,30,mean_reversion,arbitrage
15125,31,arbitrage,mean_reversion
15125,33,mean_reversion,momentum
15125,34,momentum,risk_averse
15125,35,risk_averse,arbitrage
15125,36,arbitrage,momentum
15125,37,momentum,arbitrage
15125,38,arbitrage,risk_averse
15125,39,risk_averse,momentum
15125,40,momentum,contrarian
15125,41,contrarian,momentum
15125,42,momentum,risk_averse
15125,43,risk_averse,mean_reversion
15125,44,mean_reversion,contrarian
15125,45,contrarian,mean_reversion
15125,46,mean_reversion,momentum
15125,53,momentum,arbitrage
15125,54,arbitrage,mean_reversion
15125,55,mean_reversion,momentum
15125,56,momentum,mean_reversion
15125,57,mean_reversion,contrarian
15125,58,contrarian,risk_averse
15125,59,risk_averse,mean_reversion
15125,60,mean_reversion,arbitrage
15125,61,arbitrage,contrarian
15125,62,contrarian,risk_averse
15125,64,risk_averse,arbitrage
15125,65,arbitrage,mean_reversion
15125,78,mean_reversion,momentum
15125,79,momentum,risk_averse
15125,80,risk_averse,momentum
15125,81,momentum,risk_averse
15125,82,risk_averse,arbitrage
15125,83,arbitrage,contrarian
15125,85,contrarian,mean_reversion
15125,86,mean_reversion,arbitrage
15125,87,arbitrage,risk_averse
15125,88,risk_averse,contrarian
15125,89,contrarian,arbitrage
15125,90,arbitrage,mean_reversion
15125,91,mean_reversion,momentum
15125,92,momentum,mean_reversion
15125,93,mean_reversion,arbitrage
15125,94,arbitrage,momentum
15125,95,momentum,arbitrage
15125,96,arbitrage,momentum
15125,97,momentum,contrarian
15125,98,contrarian,mean_reversion
15125,99,mean_reversion,contrarian
15573,10,momentum,mean_reversion
15573,11,mean_reversion,arbitrage
15573,12,arbitrage,momentum
15573,22,momentum,mean_reversion
15573,23,mean_reversion,risk_averse
15573,27,risk_averse,mean_reversion
15573,28,mean_reversion,risk_averse
15573,29,risk_averse,arbitrage
15573,30,arbitrage,contrarian
15573,39,contrarian,arbitrage
15573,42,arbitrage,contrarian
15573,43,contrarian,risk_averse
15573,44,risk_averse,contrarian
15573,59,contrarian,momentum
15573,60,momentum,risk_averse
15573,61,risk_averse,contrarian
15573,62,contrarian,risk_averse
15573,78,risk_averse,mean_reversion
15573,79,mean_reversion,momentum
15573,80,momentum,arbitrage
15573,81,arbitrage,momentum
15573,82,momentum,arbitrage
15573,83,arbitrage,momentum
15573,84,momentum,mean_reversion
15573,85,mean_reversion,contrarian
15573,86,contrarian,risk_averse
15573,87,risk_averse,momentum
15573,88,momentum,arbitrage
15383,10,momentum,contrarian
15383,11,contrarian,momentum
15383,22,momentum,arbitrage
15383,23,arbitrage,mean_reversion
15383,27,mean_reversion,arbitrage
15383,38,arbitrage,contrarian
15383,39,contrarian,mean_reversion
15383,40,mean_reversion,arbitrage
15383,41,arbitrage,risk_averse
15383,42,risk_averse,arbitrage
15383,43,arbitrage,momentum
15383,44,momentum,contrarian
15383,45,contrarian,risk_averse
15383,78,risk_averse,contrarian
15383,79,contrarian,risk_averse
15383,80,risk_averse,mean_reversion
15383,81,mean_reversion,momentum
15383,82,momentum,mean_reversion
15383,83,mean_reversion,risk_averse
15383,84,risk_averse,mean_reversion
15383,85,mean_reversion,risk_averse
15383,86,risk_averse,mean_reversion
15383,87,mean_reversion,momentum
15383,88,momentum,contrarian
15383,89,contrarian,mean_reversion
15383,90,mean_reversion,contrarian
15383,92,contrarian,arbitrage
15383,93,arbitrage,momentum
15383,94,momentum,contrarian
15383,95,contrarian,arbitrage
15383,96,arbitrage,momentum
15383,97,momentum,arbitrage
15383,98,arbitrage,mean_reversion
15383,99,mean_reversion,arbitrage
15684,10,momentum,contrarian
15684,22,contrarian,arbitrage
15684,23,arbitrage,risk_averse
15684,24,risk_averse,momentum
15684,25,momentum,risk_averse
15684,26,risk_averse,mean_reversion
15684,27,mean_reversion,risk_averse
15684,28,risk_averse,mean_reversion
15684,29,mean_reversion,momentum
15684,30,momentum,risk_averse
15684,33,risk_averse,momentum
15684,34,momentum,contrarian
15684,35,contrarian,momentum
15684,36,momentum,risk_averse
15684,37,risk_averse,arbitrage
15684,38,arbitrage,risk_averse
15684,39,risk_averse,momentum
15684,40,momentum,contrarian
15684,41,contrarian,risk_averse
15684,42,risk_averse,mean_reversion
15684,43,mean_reversion,arbitrage
15684,44,arbitrage,momentum
15684,54,momentum,mean_reversion
15684,57,mean_reversion,arbitrage
15684,58,arbitrage,mean_reversion
15684,59,mean_reversion,arbitrage
15684,60,arbitrage,mean_reversion
15684,61,mean_reversion,momentum
15684,65,momentum,risk_averse
15684,66,risk_averse,arbitrage
15684,79,arbitrage,momentum
15684,80,momentum,arbitrage
15684,81,arbitrage,contrarian
15684,82,contrarian,momentum
15684,83,momentum,arbitrage
15684,85,arbitrage,risk_averse
15684,86,risk_averse,momentum
15684,87,momentum,mean_reversion
15684,88,mean_reversion,risk_averse
15684,89,risk_averse,contrarian
15684,93,contrarian,arbitrage
15906,10,momentum,risk_averse
15906,20,risk_averse,momentum
15906,22,momentum,contrarian
15906,23,contrarian,risk_averse
15906,24,risk_averse,mean_reversion
15906,38,mean_reversion,arbitrage
15906,39,arbitrage,contrarian
15906,40,contrarian,arbitrage
15906,41,arbitrage,momentum
15906,42,momentum,contrarian
15906,43,contrarian,momentum
15906,44,momentum,mean_reversion
15906,45,mean_reversion,momentum
15906,54,momentum,risk_averse
15906,55,risk_averse,mean_reversion
15906,56,mean_reversion,risk_averse
15906,57,risk_averse,arbitrage
15906,58,arbitrage,contrarian
15906,59,contrarian,mean_reversion
15906,60,mean_reversion,risk_averse
15906,61,risk_averse,arbitrage
15906,62,arbitrage,contrarian
15906,64,contrarian,momentum
15906,65,momentum,contrarian
15906,66,contrarian,arbitrage
15906,67,arbitrage,risk_averse
15906,68,risk_averse,contrarian
15906,69,contrarian,arbitrage
15906,70,arbitrage,risk_averse
15906,78,risk_averse,arbitrage
15906,79,arbitrage,mean_reversion
15906,80,mean_reversion,arbitrage
15906,81,arbitrage,momentum
15906,82,momentum,risk_averse
15906,83,risk_averse,mean_reversion
15906,84,mean_reversion,contrarian
15906,85,contrarian,risk_averse
15906,86,risk_averse,momentum
15906,87,momentum,risk_averse
15906,88,risk_averse,momentum
15906,89,momentum,contrarian
15906,90,contrarian,momentum
15906,91,momentum,risk_averse
15906,92,risk_averse,momentum
15906,93,momentum,arbitrage
15906,94,arbitrage,mean_reversion
15800,10,momentum,mean_reversion
15800,22,mean_reversion,risk_averse
15800,23,risk_averse,mean_reversion
15800,24,mean_reversion,risk_averse
15800,25,risk_averse,mean_reversion
15800,26,mean_reversion,risk_averse
15800,27,risk_averse,mean_reversion
15800,28,mean_reversion,momentum
15800,29,momentum,arbitrage
15800,30,arbitrage,risk_averse
15800,31,risk_averse,contrarian
15800,32,contrarian,momentum
15800,33,momentum,mean_reversion
15800,34,mean_reversion,risk_averse
15800,35,risk_averse,momentum
15800,36,momentum,mean_reversion
15800,37,mean_reversion,contrarian
15800,38,contrarian,arbitrage
15800,39,arbitrage,momentum
15800,40,momentum,risk_averse
15800,41,risk_averse,contrarian
15800,42,contrarian,risk_averse
15800,43,risk_averse,momentum
15800,44,momentum,contrarian
15800,45,contrarian,risk_averse
15800,46,risk_averse,contrarian
15800,59,contrarian,mean_reversion
15800,61,mean_reversion,momentum
15800,62,momentum,contrarian
15800,64,contrarian,momentum
15800,65,momentum,arbitrage
15800,66,arbitrage,mean_reversion
15800,67,mean_reversion,momentum
15800,78,momentum,contrarian
15800,79,contrarian,momentum
15800,80,momentum,risk_averse
15800,81,risk_averse,mean_reversion
15800,82,mean_reversion,momentum
15800,83,momentum,arbitrage
15800,84,arbitrage,momentum
15800,85,momentum,risk_averse
15800,86,risk_averse,momentum
15800,87,momentum,arbitrage
15800,88,arbitrage,risk_averse
15800,89,risk_averse,momentum
15800,90,momentum,arbitrage
15800,91,arbitrage,momentum
15800,92,momentum,mean_reversion
15800,93,mean_reversion,arbitrage
15800,94,arbitrage,mean_reversion
15800,95,mean_reversion,momentum
15800,96,momentum,contrarian
15800,97,contrarian,momentum
15800,98,momentum,contrarian
15800,99,contrarian,arbitrage
15931,10,momentum,arbitrage
15931,11,arbitrage,risk_averse
15931,12,risk_averse,arbitrage
15931,23,arbitrage,mean_reversion
15931,24,mean_reversion,arbitrage
15931,25,arbitrage,contrarian
15931,27,contrarian,risk_averse
15931,28,risk_averse,arbitrage
15931,29,arbitrage,momentum
15931,30,momentum,contrarian
15931,42,contrarian,risk_averse
15931,43,risk_averse,arbitrage
15931,44,arbitrage,contrarian
15931,59,contrarian,risk_averse
15931,62,risk_averse,mean_reversion
